admin1pcode,admin2pcode,admin3pcode,admin4pcode,beneficiaries,beneficiary_frequencies,clusters,total_pop,wounded_dead,wounded_dead_100k,damaged_houses,damaged_houses_100k,eq_score
SY02,SY0208,SY020801,C2242,1396,1396,1,543,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2243,632,632,1,518,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2244,2218,3818,2,850,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2245,3078,3078,1,633,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2246,1002,1002,1,281,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2247,914,1270,1,625,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2248,1000,1259,1,580,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2249,2500,2500,1,806,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2250,9389,26800,5,6577,0,0,0,0,0
SY02,SY0208,SY020801,C2251,2170,2425,1,579,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2252,2486,2486,1,274,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2254,1516,3505,2,868,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2255,1500,2084,1,675,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2256,1734,1734,1,781,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2257,1020,1363,2,535,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2258,1376,1376,1,495,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2259,4152,4152,2,2331,0,0,1,42.9000429000429,4.0272835130658564e-4
SY02,SY0208,SY020801,C2260,668,807,1,407,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2261,2130,2130,1,485,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2262,1300,2320,2,1630,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2263,730,1460,1,1330,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2264,236,236,1,405,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2265,586,586,1,423,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2266,3444,3444,1,1296,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2267,620,620,1,451,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C2268,1094,3024,2,1180,NA,NA,NA,NA,NA
SY05,SY0502,SY050202,C3170,80,80,1,872,NA,NA,NA,NA,NA
SY07,SY0700,SY070000,C3866,20,26,2,2119,NA,NA,NA,NA,NA
SY07,SY0700,SY070000,C3867,1000,1008,2,2989,NA,NA,NA,NA,NA
SY07,SY0700,SY070000,C3868,140,463,3,3128,NA,NA,NA,NA,NA
SY07,SY0700,SY070000,C3869,420,741,2,4003,NA,NA,NA,NA,NA
SY07,SY0700,SY070000,C3870,241,416,1,1293,NA,NA,NA,NA,NA
SY07,SY0700,SY070000,C3871,229101,959961,6,249009,135,54.21490789489536,115,46.183069688244196,0.027891513858299525
SY07,SY0700,SY070000,C3872,5712,32783,4,5942,NA,NA,NA,NA,NA
SY07,SY0700,SY070000,C3873,3901,17318,5,3546,NA,NA,NA,NA,NA
SY07,SY0700,SY070000,C3874,350,958,3,1801,NA,NA,NA,NA,NA
SY07,SY0700,SY070000,C3875,2299,12741,4,2444,NA,NA,NA,NA,NA
SY07,SY0700,SY070000,C3876,4056,16658,3,4576,NA,NA,NA,NA,NA
SY07,SY0700,SY070000,C3877,2218,2730,2,11009,NA,NA,NA,NA,NA
SY07,SY0700,SY070000,C3878,3270,10834,3,3026,NA,NA,NA,NA,NA
SY07,SY0700,SY070000,C3879,797,7488,6,4256,NA,NA,NA,NA,NA
SY07,SY0700,SY070002,C3904,16330,59870,6,31516,NA,NA,NA,NA,NA
SY07,SY0700,SY070002,C3905,5202,24284,7,20420,NA,NA,NA,NA,NA
SY07,SY0700,SY070002,C3906,5432,34216,6,6402,NA,NA,NA,NA,NA
SY07,SY0700,SY070003,C3916,1,1,1,0,NA,NA,NA,NA,NA
SY07,SY0700,SY070004,C3932,10386,26753,6,12917,6,46.4504141828598,520,4025.702562514516,0.08803082050111076
SY07,SY0700,SY070004,C3934,4005,15061,4,4216,5,118.59582542694497,30,711.5749525616698,0.009549857453106865
SY07,SY0700,SY070004,C3936,864,864,1,2297,0,0,59,2568.567696996082,0.02401163899180859
SY07,SY0700,SY070005,C3937,2590,14373,6,3149,NA,NA,NA,NA,NA
SY07,SY0700,SY070005,C3938,9061,45292,7,13608,30,220.4585537918871,12,88.18342151675485,0.006561849349118389
SY07,SY0700,SY070005,C3939,3000,27622,6,6242,NA,NA,NA,NA,NA
SY07,SY0700,SY070005,C3940,535,2733,4,3159,NA,NA,NA,NA,NA
SY07,SY0700,SY070005,C3941,7877,19877,5,8227,23,279.56727847331956,21,255.2570803452048,0.008399823977260516
SY07,SY0700,SY070005,C3942,7314,81081,6,26633,6,22.52844215822476,1,3.7547403597041265,9.115467536216684e-4
SY07,SY0700,SY070005,C3943,18418,197272,7,35091,12,34.196802598957,8,22.797868399304665,0.0025460646291865937
SY07,SY0700,SY070005,C3944,17781,84269,8,22791,38,166.73248212013516,24,105.30472554955902,0.008525416317259924
SY07,SY0700,SY070005,C3945,10398,89937,7,20831,NA,NA,NA,NA,NA
SY07,SY0700,SY070005,C3946,1304,6012,6,4016,NA,NA,NA,NA,NA
SY07,SY0700,SY070005,C3947,63512,215402,7,48596,44,90.54243147584164,5,10.288912667709276,0.005793899132816705
SY07,SY0700,SY070005,C3948,2200,9715,7,3306,NA,NA,NA,NA,NA
SY07,SY0700,SY070005,C3949,31348,206951,8,72803,2,2.7471395409529826,26,35.71281403238878,0.0034717935949161484
SY07,SY0700,SY070005,C3950,3671,26818,6,13262,NA,NA,NA,NA,NA
SY07,SY0700,SY070005,C3951,4310,32081,8,10972,NA,NA,NA,NA,NA
SY07,SY0700,SY070005,C3952,5933,23041,4,5094,NA,NA,NA,NA,NA
SY07,SY0700,SY070006,C3953,3740,14194,5,17786,NA,NA,NA,NA,NA
SY07,SY0703,SY070300,C4114,1265,6690,4,3359,NA,NA,NA,NA,NA
SY07,SY0703,SY070300,C4115,24823,381174,7,62871,1028,1635.0940815320262,125,198.819805633758,0.1327838096385224
SY07,SY0703,SY070300,C4116,4864,28359,5,5739,731,12737.410698728003,31,540.1637916013243,0.16874286929964924
SY07,SY0703,SY070300,C4117,2572,14730,6,6297,66,1048.1181515007145,13,206.4475146895347,0.016780728175050007
SY07,SY0703,SY070301,C4120,5700,48556,5,21554,NA,NA,NA,NA,NA
SY07,SY0703,SY070301,C4121,14320,447377,8,135803,1016,748.1425299882919,165,121.49952504731118,0.12965409394434402
SY07,SY0703,SY070301,C4122,6370,64617,7,39276,NA,NA,NA,NA,NA
SY07,SY0703,SY070301,C4123,5021,13175,5,30361,0,0,1,3.2936991535193174,1.3773621769727447e-4
SY07,SY0703,SY070301,C4124,20000,50739,6,36604,NA,NA,NA,NA,NA
SY07,SY0703,SY070301,C4125,2094,23121,6,27905,25,89.58967926894822,46,164.8450098548647,0.009607478563746101
SY07,SY0703,SY070301,C4126,46200,821481,8,128413,90,70.08636197269747,25,19.468433881304854,0.012770574657355916
SY07,SY0703,SY070301,C4127,2488,32761,9,15246,NA,NA,NA,NA,NA
SY07,SY0703,SY070301,C4128,963,6585,4,14361,NA,NA,NA,NA,NA
SY07,SY0703,SY070301,C4129,36673,173543,9,172715,754,436.55733433691347,222,128.53544857134585,0.10719092484409595
SY07,SY0703,SY070301,C4130,15000,301380,8,182304,240,131.64823591363876,500,274.2671581534141,0.08530488811764939
SY07,SY0703,SY070301,C4131,9680,109684,9,176504,115,65.15433078003898,250,141.63984952182386,0.0421628704680452
SY07,SY0703,SY070301,C4132,2135,34617,7,25586,NA,NA,NA,NA,NA
SY07,SY0703,SY070302,C4133,4066,19521,6,6690,19,284.0059790732436,53,792.2272047832586,0.015312772502581203
SY07,SY0703,SY070302,C4134,1960,6419,6,3433,70,2039.0329158170698,56,1631.2263326536558,0.038408291177252835
SY07,SY0703,SY070302,C4135,343,1280,2,305,NA,NA,NA,NA,NA
SY07,SY0703,SY070302,C4136,2428,12212,5,3690,NA,NA,NA,NA,NA
SY07,SY0703,SY070302,C4137,5111,27739,5,6288,71,1129.1348600508907,36,572.5190839694657,0.022954670577038292
SY07,SY0703,SY070302,C4138,3801,13162,5,4335,27,622.8373702422145,6,138.4083044982699,0.008618339422617798
SY07,SY0703,SY070302,C4139,1073,6724,4,744,0,0,50,6720.430107526881,0.05074899886605981
SY07,SY0703,SY070302,C4140,147500,737907,7,93928,2817,2999.1056979814325,352,374.7551315901541,0.353792684685389
SY07,SY0703,SY070302,C4141,3460,26233,6,19814,2,10.093873019077419,10,50.4693650953871,0.0017690678902384006
SY07,SY0703,SY070302,C4142,3481,10777,6,4690,35,746.2686567164179,60,1279.3176972281449,0.024159350111914883
SY07,SY0703,SY070302,C4143,20482,117674,5,13892,276,1986.7549668874174,467,3361.6469910739993,0.11841024621555679
SY07,SY0703,SY070302,C4145,18044,97157,5,18913,90,475.8631629038228,131,692.6452704488976,0.03228544680412963
SY07,SY0703,SY070302,C4146,2327,10853,6,5538,8,144.4564824846515,47,848.6818345973276,0.012918246797228784
SY07,SY0703,SY070302,C4147,773,5193,4,1484,40,2695.4177897574127,32,2156.33423180593,0.04049685164972396
SY07,SY0703,SY070302,C4148,6696,24528,3,5586,27,483.3512352309345,52,930.8986752595775,0.018298576430850463
SY07,SY0703,SY070302,C4149,1472,9559,2,1223,2,163.5322976287817,5,408.8307440719542,0.004626889389548287
SY07,SY0703,SY070302,C4150,482,1849,1,674,NA,NA,NA,NA,NA
SY07,SY0703,SY070302,C4151,3303,12307,5,3768,17,451.1677282377919,8,212.31422505307856,0.0071517799066331215
SY07,SY0703,SY070303,C4152,595,1966,3,770,NA,NA,NA,NA,NA
SY07,SY0703,SY070303,C4156,390,2616,3,501,NA,NA,NA,NA,NA
SY07,SY0703,SY070303,C4157,29495,161543,7,27137,292,1076.021667833585,83,305.85547407598483,0.04902023008124022
SY07,SY0703,SY070303,C4158,215,687,2,1781,NA,NA,NA,NA,NA
SY07,SY0703,SY070303,C4159,1,2,1,645,NA,NA,NA,NA,NA
SY07,SY0703,SY070303,C4160,780,3078,1,948,NA,NA,NA,NA,NA
SY07,SY0703,SY070304,C4161,1334,9765,4,5918,NA,NA,NA,NA,NA
SY07,SY0703,SY070304,C4162,407,1279,1,1800,NA,NA,NA,NA,NA
SY07,SY0703,SY070304,C4164,2824,39400,7,12893,NA,NA,NA,NA,NA
SY07,SY0703,SY070304,C4165,2750,11010,4,4458,NA,NA,NA,NA,NA
SY07,SY0703,SY070304,C4166,4227,13446,2,5066,NA,NA,NA,NA,NA
SY07,SY0703,SY070304,C4167,24299,80817,6,9761,NA,NA,NA,NA,NA
SY07,SY0703,SY070304,C4168,3218,13258,3,4441,NA,NA,NA,NA,NA
SY07,SY0703,SY070304,C4169,4342,17018,4,5342,NA,NA,NA,NA,NA
SY07,SY0703,SY070304,C4170,1458,8134,4,7255,NA,NA,NA,NA,NA
SY07,SY0703,SY070304,C4171,6700,26183,2,7150,NA,NA,NA,NA,NA
SY07,SY0703,SY070304,C4172,9200,65183,6,15337,NA,NA,NA,NA,NA
SY07,SY0703,SY070304,C4173,1025,6084,2,3604,NA,NA,NA,NA,NA
SY07,SY0703,SY070304,C4174,27720,116649,6,15120,30,198.4126984126984,8,52.91005291005291,0.005713819015340124
SY07,SY0703,SY070305,C4175,4217,17457,7,3992,NA,NA,NA,NA,NA
SY07,SY0703,SY070305,C4176,29029,202363,7,27015,349,1291.874884323524,165,610.7717934480844,0.06788195895909897
SY07,SY0703,SY070305,C4177,337,339,2,2345,NA,NA,NA,NA,NA
SY07,SY0703,SY070305,C4178,2500,5064,5,8115,NA,NA,NA,NA,NA
SY07,SY0703,SY070305,C4179,23548,71590,4,8464,NA,NA,NA,NA,NA
SY07,SY0703,SY070305,C4180,5216,23757,6,6063,NA,NA,NA,NA,NA
SY07,SY0703,SY070305,C4181,579,3261,4,3222,NA,NA,NA,NA,NA
SY07,SY0703,SY070305,C4183,2224,11024,4,2462,NA,NA,NA,NA,NA
SY07,SY0703,SY070305,C4184,10335,37117,6,9192,171,1860.313315926893,72,783.2898172323759,0.04378328333777242
SY07,SY0703,SY070305,C4185,3574,13980,6,3871,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4187,38,86,2,1139,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4189,104,205,1,1182,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4190,1500,2818,3,3503,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4191,4069,15158,4,3547,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4192,294,787,1,320,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4193,185,2394,3,5846,15,256.5856996236743,2,34.21142661648991,0.003742730664607163
SY07,SY0704,SY070400,C4194,21,77,2,2587,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4195,6,12,1,371,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4197,2200,3760,3,3422,0,0,58,1694.915254237288,0.018050638148890127
SY07,SY0704,SY070400,C4198,380,448,3,393,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4199,20299,180013,6,28511,25,87.68545473676826,120,420.89018273648765,0.01986944018419514
SY07,SY0704,SY070400,C4200,620,1183,3,2052,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4202,2813,3907,2,3665,0,0,10,272.8512960436562,0.002982544514478258
SY07,SY0704,SY070400,C4203,580,606,2,881,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4204,291,1771,3,2506,10,399.04229848363923,3,119.71268954509178,0.004879609186746233
SY07,SY0704,SY070400,C4205,146,826,2,1969,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4206,31,87,1,3272,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4207,1,2,2,239,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4208,667,1539,2,1212,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4209,150,165,2,218,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4210,445,1343,4,1536,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4211,127,364,2,499,0,0,2,400.8016032064128,0.002913021205963722
SY07,SY0704,SY070400,C4212,879,5118,4,10117,4,39.53741227636651,10,98.84353069091628,0.002498105974519829
SY07,SY0704,SY070400,C4214,1,2,1,1237,0,0,2,161.68148746968473,0.0013131525065576374
SY07,SY0704,SY070400,C4215,724,5189,4,9858,1,10.144045445323595,0,0,1.717044701043836e-4
SY07,SY0704,SY070400,C4217,960,1125,3,1209,0,0,115,9511.993382961124,0.0769468183439984
SY07,SY0704,SY070400,C4218,293,293,1,344,0,0,14,4069.7674418604656,0.028849173649584572
SY07,SY0704,SY070400,C4219,261,275,3,2832,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4220,134,294,2,915,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4221,143,494,2,2303,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C4222,2339,10686,4,2554,5,195.7713390759593,3,117.46280344557557,0.002973394999752874
SY07,SY0704,SY070401,C4223,1218,2892,5,4448,NA,NA,NA,NA,NA
SY07,SY0704,SY070401,C4226,6600,8954,3,3917,75,1914.7306612203217,275,7020.67909114118,0.09947912770207255
SY07,SY0704,SY070401,C4227,1513,1513,1,2801,2,71.403070332024285,94,3355.944305605141,0.03401858633073596
SY07,SY0704,SY070401,C4228,6030,24819,4,5401,0,0,27,499.90742455100906,0.006468584284699517
SY07,SY0704,SY070401,C4229,12403,19856,4,3327,0,0,15,450.8566275924256,0.004752011828628472
SY07,SY0704,SY070401,C4231,52800,222124,7,29272,0,0,33,112.73572014211533,0.00457234981288659
SY07,SY0704,SY070401,C4232,1006,1664,3,2074,0,0,20,964.3201542912246,0.008765912091158012
SY07,SY0704,SY070401,C4234,1698,3426,5,1840,0,0,20,1086.9565217391305,0.009586428947651954
SY07,SY0704,SY070402,C4236,528,2200,4,3062,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4237,110,302,2,364,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4238,21487,65991,7,11255,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4239,147,147,1,0,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4240,2045,26739,5,3729,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4241,982,3520,7,1236,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4242,1063,9636,5,977,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4243,3668,12752,3,3478,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4244,350,350,1,821,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4245,2669,11542,4,2508,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4246,487,2631,4,1859,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4247,3894,8597,4,2872,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4248,707,1500,5,1837,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4249,2808,19361,8,4163,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4250,3191,14900,4,2888,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4251,391,2169,5,1174,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4252,30000,229701,7,29175,93,318.76606683804624,75,257.0694087403599,0.022137704724641716
SY07,SY0704,SY070402,C4253,570,5944,6,1564,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C4254,2195,9632,7,4729,0,0,0,0,0
SY07,SY0704,SY070403,C4255,21011,75042,5,15164,110,725.4022685307307,350,2308.098127143234,0.07218193226637078
SY07,SY0704,SY070403,C4256,2513,9231,2,2706,NA,NA,NA,NA,NA
SY07,SY0704,SY070403,C4257,1000,1500,3,2177,NA,NA,NA,NA,NA
SY07,SY0704,SY070403,C4258,1450,1617,4,1604,NA,NA,NA,NA,NA
SY07,SY0704,SY070403,C4259,4425,14662,7,4886,93,1903.3974621367172,230,4707.3270568972575,0.08057280268544544
SY07,SY0704,SY070403,C4260,2018,9571,5,2780,17,611.5107913669065,80,2877.6978417266187,0.03440065633421813
SY07,SY0704,SY070403,C4261,1329,2064,1,571,NA,NA,NA,NA,NA
SY07,SY0704,SY070403,C4262,920,1900,1,875,NA,NA,NA,NA,NA
SY07,SY0704,SY070403,C4263,10692,60652,6,8248,10,121.24151309408343,75,909.3113482056256,0.01661240635968139
SY07,SY0704,SY070403,C4265,2184,7084,4,2453,0,0,60,2445.9845087647777,0.023307177172401487
SY07,SY0704,SY070403,C4267,11130,27725,6,13452,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4268,2267,2341,4,2989,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4269,5434,26379,6,5909,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4270,5,10,1,672,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4271,1733,2503,4,2957,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4272,1107,1571,2,930,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4273,59,120,2,2867,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4275,1410,1560,3,3815,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4276,1227,1227,1,1865,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4277,2200,2216,3,2435,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4278,50000,139842,7,30726,292,950.3352209854846,38,123.67376163509732,0.041744060436201186
SY07,SY0705,SY070500,C4279,8,16,1,376,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4280,1330,2228,4,499,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4281,2373,4855,5,1771,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4282,1267,2562,3,2991,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4283,3333,3843,5,5736,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4284,1200,1677,4,1858,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4285,1333,1347,2,1209,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4286,4832,12548,3,5171,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4287,1733,1751,3,1917,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4288,7600,12399,4,9368,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4289,1640,3449,4,1565,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C4290,5600,26809,5,6020,NA,NA,NA,NA,NA
SY07,SY0705,SY070501,C4291,695,1364,3,1087,NA,NA,NA,NA,NA
SY07,SY0705,SY070501,C4292,2400,4409,3,2219,NA,NA,NA,NA,NA
SY07,SY0705,SY070501,C4294,5754,12341,5,6079,NA,NA,NA,NA,NA
SY07,SY0705,SY070501,C4295,2763,15103,6,3132,21,670.4980842911878,0,0,0.006702497660337353
SY07,SY0705,SY070501,C4296,895,1161,4,1890,NA,NA,NA,NA,NA
SY07,SY0705,SY070501,C4297,3015,4321,4,3814,9,235.97273203985318,0,0,0.002524675820873006
SY07,SY0705,SY070501,C4299,83,165,1,867,NA,NA,NA,NA,NA
SY07,SY0705,SY070501,C4300,21,44,2,1582,6,379.2667509481669,0,0,0.0031855406436774314
SY07,SY0705,SY070501,C4301,315,385,2,1514,NA,NA,NA,NA,NA
SY07,SY0705,SY070501,C4302,4430,4850,3,2153,28,1300.5109150023225,0,0,0.011688413798372821
SY07,SY0705,SY070501,C4303,2035,5013,4,2152,22,1022.3048327137546,0,0,0.009186967880678833
SY07,SY0705,SY070501,C4305,35,70,1,1670,NA,NA,NA,NA,NA
SY07,SY0705,SY070501,C4306,1813,4023,4,1958,NA,NA,NA,NA,NA
SY07,SY0705,SY070501,C4307,1805,2016,3,1407,2,142.14641080312722,0,0,0.0011682860667407504
SY07,SY0705,SY070501,C4308,1000,2140,2,2566,6,233.82696804364772,0,0,0.0022010370800973744
SY07,SY0705,SY070502,C4310,1200,1527,1,1208,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4311,2,5,2,825,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4312,6510,16315,4,6835,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4313,5208,18385,3,5932,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4314,161,206,2,720,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4315,1200,2405,2,1344,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4316,885,1285,3,2161,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4317,587,635,2,662,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4319,335,390,3,665,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4320,159,162,2,1259,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4321,1645,7688,4,1487,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4322,2400,5529,4,2025,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4323,800,1568,4,1426,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4324,253,383,1,630,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4326,1407,5259,3,1271,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4327,275,547,3,1691,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4328,1440,1864,3,2389,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4329,160,738,2,973,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C4330,25971,78732,5,4734,48,1013.9416983523447,20,422.4757076468103,0.016949963594539756
SY02,SY0203,SY020300,C6333,624,630,2,1415,NA,NA,NA,NA,NA
SY02,SY0204,SY020401,C6334,4451,14900,4,4512,NA,NA,NA,NA,NA
SY07,SY0703,SY070302,C6364,1630,4947,1,1496,14,935.8288770053475,10,668.4491978609625,0.013406647046377706
SY07,SY0703,SY070301,C6389,20223,136829,8,72743,NA,NA,NA,NA,NA
SY02,SY0203,SY020300,C6394,144,144,1,492,NA,NA,NA,NA,NA
SY02,SY0203,SY020300,C6395,134,134,1,1378,NA,NA,NA,NA,NA
SY02,SY0203,SY020301,C6396,70,220,2,195,NA,NA,NA,NA,NA
SY02,SY0203,SY020302,C6397,880,1480,3,445,NA,NA,NA,NA,NA
SY02,SY0203,SY020302,C6398,1098,4581,4,763,NA,NA,NA,NA,NA
SY02,SY0203,SY020302,C6399,650,2769,3,386,NA,NA,NA,NA,NA
SY02,SY0203,SY020306,C6401,1000,2000,1,353,NA,NA,NA,NA,NA
SY02,SY0203,SY020303,C6402,208,1070,2,822,NA,NA,NA,NA,NA
SY02,SY0203,SY020303,C6404,194,194,1,137,NA,NA,NA,NA,NA
SY02,SY0203,SY020305,C6406,35,35,1,113,NA,NA,NA,NA,NA
SY02,SY0204,SY020403,C6419,50,50,1,1700,NA,NA,NA,NA,NA
SY02,SY0204,SY020405,C6421,950,1005,1,1165,NA,NA,NA,NA,NA
SY02,SY0204,SY020405,C6422,45,45,1,703,NA,NA,NA,NA,NA
SY02,SY0204,SY020405,C6423,50,50,1,513,NA,NA,NA,NA,NA
SY02,SY0200,SY020001,C6424,668,1804,4,5875,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C6608,3733,3990,3,3948,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C6609,627,681,3,684,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C6611,280,286,2,516,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C6612,267,277,3,396,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C6613,96,499,1,690,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C6614,119,119,1,530,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C6615,453,681,1,784,NA,NA,NA,NA,NA
SY07,SY0703,SY070304,C6616,2340,10835,5,1267,NA,NA,NA,NA,NA
SY07,SY0703,SY070302,C6618,1092,3312,1,1262,0,0,75,5942.947702060222,0.04843961803565462
SY07,SY0703,SY070302,C6619,2067,16557,6,4367,8,183.19212273872225,13,297.68719945042363,0.005560168617454167
SY07,SY0703,SY070302,C6620,2196,4092,3,1314,6,456.62100456621005,22,1674.27701674277,0.01745654565428243
SY07,SY0703,SY070302,C6621,505,1914,2,646,0,0,10,1547.9876160990711,0.011514033718751726
SY07,SY0703,SY070302,C6622,274,681,3,638,13,2037.617554858934,29,4545.454545454546,0.04889974723385773
SY07,SY0700,SY070002,C6630,1,8,2,131,NA,NA,NA,NA,NA
SY07,SY0700,SY070005,C6631,5158,55936,8,12827,NA,NA,NA,NA,NA
SY07,SY0700,SY070005,C6632,3060,15515,5,2790,NA,NA,NA,NA,NA
SY07,SY0700,SY070005,C6633,1877,3916,4,1706,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C6637,52,174,1,466,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C6638,265,813,2,839,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C6639,63,216,3,454,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C6640,1486,11061,3,1678,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C6641,73,73,1,578,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C6642,83,289,1,455,0,0,1,219.78021978021977,0.0015861714826555773
SY02,SY0204,SY020400,C6669,2290,11870,5,12959,NA,NA,NA,NA,NA
SY07,SY0700,SY070000,C6689,230,771,2,195,NA,NA,NA,NA,NA
